-0.981958712696444 0.557175818967266 0.363350489751393 0.388012897919285 0.602326692415564 -0.809550042049282 -0.189095442989892 0.808577776221072 -0.462794124205148 0.797036755519762 -0.0439882479107430 0.585400515428325,0.823433577976745 0.273377068683466 0.255821176677131 0.779621295595777 -0.576604144188145 -1.00000000000000 -0.567412674039288 -0.776728933192025 -0.575541214776064 0.246866250321210 -0.778835486709101,1.00000000000000 0.189095442989892 -0.107295150955538 0.890641005071886 0.885438601265953 0.171444425564927 -0.110256021708850 -0.981958712696444 -0.155707537200264 0.427216295269234 -0.182988306852169 -0.968050664220674 -0.225214389368994,39.8743,-11.9699,5.1827
-0.994132099387155 0.231738086086582 0.251749416690155 0.281322260547933 0.282182718943960 -0.516337032947031 -0.108172866136050 0.966745101093789 -0.0450126727414245 0.958557064035770 0.0392589877164410 0.855485125698242,0.972451348960315 0.795024804391690 0.787490373919206 0.798760742749024 -0.707215937076504 -1.00000000000000 -0.233105928507328 -0.559997487937840 -0.257413528175769 0.543801021840829 -0.451803128574685,1.00000000000000 0.108172866136050 -0.0252157363999427 0.551867548962721 0.548376418808094 0.531370105456095 -0.482951018999297 -0.994132099387155 -0.105192849594905 0.827270616422451 -0.122092712719590 -0.838295401710131 -0.253020024344300,34.6156,2.8765,18.8062
-0.982903228611439 0.557711749268266 0.361267460836128 0.385954738570770 0.601121592415478 -0.808644597600042 -0.184122902391879 0.809355522340412 -0.463065287187557 0.797878110726616 -0.0452034462757663 0.586558235145548,0.823433577976745 0.277440245899259 0.259882437071345 0.782045928617101 -0.578885622925823 -1.00000000000000 -0.567412674039288 -0.775286893540026 -0.575666006992696 0.238773562034202 -0.779665711470808,1.00000000000000 0.184122902391879 -0.104473668398051 0.890231841542626 0.885155386741010 0.164490111147434 -0.104811022044670 -0.982903228611439 -0.151612980304008 0.429535531134459 -0.178883114956140 -0.970022594849364 -0.219250576144417,39.9485,-11.8378,5.2595
-0.981958712696444 0.557175818967266 0.363350489751393 0.388012897919285 0.602096333552296 -0.809329807630958 -0.189095442989892 0.808577776221072 -0.462794124205148 0.797036755519762 -0.0470363207895019 0.585468058058357,0.823433577976745 0.273377068683466 0.255821176677131 0.780860806361457 -0.577789177525318 -1.00000000000000 -0.567412674039288 -0.776728933192025 -0.575541214776064 0.242917087053642 -0.779198918859613,1.00000000000000 0.189095442989892 -0.107295150955538 0.890641005071886 0.885438601265953 0.166542505719760 -0.105569544920175 -0.981958712696444 -0.155707537200264 0.427216295269234 -0.182988306852169 -0.968906018839784 -0.223777116438180,39.6743,-11.8922,5.1834
-0.981958712696444 0.557175818967266 0.363350489751393 0.388012897919285 0.601841799690314 -0.809086460723258 -0.189095442989892 0.808577776221072 -0.462794124205148 0.797036755519762 -0.0501882306527647 0.585542688946123,0.823433577976745 0.273377068683466 0.255821176677131 0.782122007596576 -0.578994948019518 -1.00000000000000 -0.567412674039288 -0.776728933192025 -0.575541214776064 0.238825198266836 -0.779568710788653,1.00000000000000 0.189095442989892 -0.107295150955538 0.890641005071886 0.885438601265953 0.161467065925609 -0.100717174514515 -0.981958712696444 -0.155707537200264 0.427216295269234 -0.182988306852169 -0.969764747852154 -0.222288966395233,39.8244,-11.9504,5.364
-0.968539741803012 0.235294966458950 0.341484776043607 0.370179248823541 0.370374858550241 -0.526293222344156 -0.248858933028644 0.939524087083948 -0.0261273328053362 0.928592852772903 -0.0231900395206801 0.849986862358257,0.970041854281530 0.610730230090502 0.602980773808949 0.697591953365450 -0.641438727557230 -1.00000000000000 -0.242937854073939 -0.753650970351364 -0.261580582813804 0.667039028314361 -0.378966084887811,1.00000000000000 0.248858933028644 -0.0604572551571087 0.714420558063701 0.706669307496229 0.613341610160003 -0.558186172261878 -0.968539741803012 -0.241403580849629 0.656755340571302 -0.263231670727275 -0.744661773406197 -0.365933109083026,32.4435,1.6519,17.1536
-0.988094499846443 0.312872736705337 0.331483999627083 0.360113409094167 0.374555885170690 -0.495031028845764 -0.153848169872790 0.937252042544217 -0.108060014519366 0.926629033568802 0.0326576642053578 0.868261341675739,0.948544944526937 0.679560097673345 0.669514481697775 0.789980556430128 -0.737808886544590 -1.00000000000000 -0.316642524327338 -0.661767017490147 -0.337364451830887 0.511972603860001 -0.439911468175863,1.00000000000000 0.153848169872790 -0.0487148728716614 0.654458884607296 0.649668139427767 0.485426214111214 -0.458892500936480 -0.988094499846443 -0.145931903757556 0.741881019991932 -0.165963432081269 -0.858380760423636 -0.229347209965159,32.3614,2.4956,16.2559
-0.982903228611439 0.557711749268266 0.358837915575863 0.383526339459081 0.601245677448022 -0.808785107614406 -0.184122902391879 0.809355522340412 -0.464950522961582 0.797952729263375 -0.0421316651842799 0.586593191649846,0.823433577976745 0.273377068683466 0.255821176677131 0.780860806361457 -0.577789177525318 -1.00000000000000 -0.567412674039288 -0.776728933192025 -0.575541214776064 0.242917087053642 -0.779198918859613,1.00000000000000 0.184122902391879 -0.104473668398051 0.892468670970139 0.887391160934481 0.169587842838464 -0.109664561439733 -0.982903228611439 -0.151612980304008 0.424868421443781 -0.178951814618415 -0.969131679188217 -0.220810942568655,39.9719,-11.9274,5.4122
-0.982903228611439 0.557711749268266 0.361267460836128 0.385954738570770 0.601121592415478 -0.808644597600042 -0.184122902391879 0.809355522340412 -0.463065287187557 0.797878110726616 -0.0452034462757663 0.586558235145548,0.823433577976745 0.277440245899259 0.259882437071345 0.782045928617101 -0.578885622925823 -1.00000000000000 -0.567412674039288 -0.775286893540026 -0.575666006992696 0.238773562034202 -0.779665711470808,1.00000000000000 0.184122902391879 -0.104473668398051 0.890231841542626 0.885155386741010 0.164490111147434 -0.104811022044670 -0.982903228611439 -0.151612980304008 0.429535531134459 -0.178883114956140 -0.970022594849364 -0.219250576144417,39.6469,-11.8019,5.4112
-0.943280616635189 -0.00971320633048612 0.260453814613105 0.289300352273399 0.307008166572632 -0.661695136314832 -0.331996503415830 0.943230605601008 0.206106368438819 0.934786323746475 -0.178663131603199 0.728175138262104,0.999946981806581 0.597313567909342 0.597348042024465 0.521165294125083 -0.472526082458303 -1.00000000000000 0.0102972606021890 -0.801941686168952 -0.00805286744177788 0.853417768461309 -0.219993667797798,1.00000000000000 0.331996503415830 0.00341865451468834 0.758538273289420 0.747984373408980 0.796324507884334 -0.582132843923022 -0.943280616635189 -0.331978901560997 0.560722477588922 -0.355119247947103 -0.489650485428389 -0.649125376291698,38.2911,0.0896,18.9437
